Projekttraeger;240;240 - Wetteraukreis - Friedberg;Europaplatz, 61169 Friedberg;240
Projekttraeger;241;241 - Ev. Verein für Jugendsozialarbeit e.V. - Frankfurt am Main;Rechneigrabenstraße 10, 60311 Frankfurt am Main;241
Projekttraeger;243;243 - Kreishandwerkerschaft - Offenbach;Markwaldstr. 11, 63073 Offenbach;243
Projekttraeger;244;244 - Stadt Dietzenbach - Dietzenbach;Europaplatz 1, 63128 Dietzenbach;244
Projekttraeger;245;245 - Stadt Langen - Langen;Südliche Ringstr. 80, 63225 Langen;245
Projekttraeger;246;246 - Jobcenter Schwalm-Eder-Kreis - Homberg;Freiheiter Str. 16, 34587 Homberg;246
Projekttraeger;247;247 - Schwalm-Eder-Kreis - Homberg (Efze);Parkstraße 6, 34576 Homberg (Efze);247
Projekttraeger;248;248 - Bioline Planungsbüro - Lichtenfels;Orketalstr. 9, 35104 Lichtenfels;248
Projekttraeger;250;250 - Kreisausschuss des Landkreises Waldeck-Frankenberg - Korbach;Südring 2, 34497 Korbach;250
Projekttraeger;251;251 - Kreisausschuss des Landkreises Gießen - Gießen;Riversplatz 1-9, 35394 Gießen;251
Projekttraeger;252;252 - Kreisauschuss des Landkreises Marburg-Biedenkopf - Marburg;Im Lichtenholz 60, 35043 Marburg;252
Projekttraeger;253;253 - BZH-Bildungszentrum Handel u. Dienstleistungen gGmbH - Marburg;Ernst-Giller-Str. 20a, 35039 Marburg;253
Projekttraeger;254;254 - Volkshochschule Bad Homburg - Bad Homburg;Elisabethenstr. 2-4, 61352 Bad Homburg;254
Projekttraeger;255;255 - Volkshochschule Hochtaunus - Oberursel;Füllerstr. 1, 61440 Oberursel;255
Projekttraeger;256;256 - ASB Lehrerkooperative - Frankfurt;Kasseler Str. 1 a, 60486 Frankfurt;256
